id,name,price,pages,author_id,publisher_id,content,img,category_id,dayopt,language,description,priority,bookActive,isbn,ratedusers,rating,publishdate,author,publisher,cat,catmodel,taglink_id,tag_id_x,tag_id_y,tag
167,The Thirty-Nine Steps ,0.0,192,124,18,media/epubs/139.epub,media/bookimages/139.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">One of the most exciting 'chase thrillers' ever published, and a huge influence not only on spy fiction but on Hollywood as well, The 39 Steps is a book which has captured the imagination of audiences for decades. It was written by acclaimed Scottish author John Buchan, who inspired the writing of other great British novelists, including Graham Greene, Ian Fleming and John le Carré. The 39 Steps remains his most famous work. It is the first of five novels featuring Richard Hannay, an all-action hero with a steely determination and an extraordinary knack for getting himself out of sticky situations. The novel charts the electrifying story of an ordinary man caught up in a sinister international plot. Re-packaged as a striking hardback, it is an edition to be cherished by any fan of the book, or anyone just discovering Buchan's work.</span><br></p>",7,bookActive,,0,0.0,1996-06-10,John Buchan,None,"Fiction, Literature & Novels",3month,"[16, 85, 86]","[16, 85, 86]","[16, 85, 86]","['Adventure stories', 'Action', 'Spy']"
168,Greenmantle ,0.0,206,124,18,media/epubs/140.epub,media/bookimages/140.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Richard Hannay undertakes a perilous mission to pursue the elusive ""Greenmantle"". His success or failure could change the outcome of World War I. The author also wrote ""The Thirty-Nine Steps"", ""Mr Standfast"", ""The Three Hostages"" and ""The Island of Sheep""</span><br></p>",7,bookActive,,0,0.0,1996-01-01,John Buchan,None,"Fiction, Literature & Novels",3month,"[11, 16, 86]","[11, 16, 86]","[11, 16, 86]","['War stories', 'Adventure stories', 'Spy']"
169,Mr. Standfast ,0.0,270,124,18,media/epubs/141.epub,media/bookimages/141.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Set in the later years of World War I, Brigadier-General Hannay is recalled from active service on the Western Front to undertake a secret mission hunting for a dangerous German agent at large in Britain. He is forced to work undercover disguised as a pacifist, roaming the country incognito to investigate the deadly spy and his agents.</span><br></p>",7,bookActive,,0,0.0,1996-01-01,John Buchan,None,"Fiction, Literature & Novels",3month,"[11, 16, 85, 86]","[11, 16, 85, 86]","[11, 16, 85, 86]","['War stories', 'Adventure stories', 'Action', 'Spy']"
171,Tarzan of the Apes ,0.0,224,128,18,media/epubs/145.epub,media/bookimages/145.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Having failed in a number of occupations as a young man, Edgar Rice Burroughs (1875–1950) found his niche as a writer with&nbsp;</span><i style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Tarzan of the Apes</i><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">, first published in 1914. Highly imaginative, exotic and suspenseful, the story tells of an infant — the son of an aristocratic English couple — abandoned when his parents die in the jungles of Africa. Rescued and reared by apes, he learns to speak their language and imitate their ability to travel swiftly through the treetops.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Eventually, his courage, immense strength and exceptional intelligence earn him the respect and admiration not only of the apes but of all the creatures of the jungle. The ape-man's story is told here in this classic, fast-paced novel, packed with riveting adventures as Tarzan avenges the killing of Kala, his ape-mother, subdues man-eating beasts of the jungle, meets and falls in love with the beautiful Jane Porter, vanquishes greedy pirate-adventurers, and deals with assorted other threats.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Although Burroughs followed this story with many Tarzan sequels, it is doubtful if any ever equaled this novel for its originality, readability and sheer storytelling power. In this inexpensive edition, complete and unabridged, it will thrill a new generation with the legendary exploits of the ""Lord of the Apes.""</span><br></p>",8,bookActive,,0,0.0,1993-08-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","['Adventure stories', 'Fantasy fiction', 'Nature', 'Forest', 'Action']"
172,Tarzan the Terrible,0.0,164,128,18,media/epubs/146.epub,media/bookimages/146.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">In the previous novel, during the early days of World War I, Tarzan discovered that his wife Jane was not killed in a fire set by German troops, but was in fact alive. In this novel, two months have gone by and Tarzan is continuing to search for Jane. He has tracked her to a hidden valley called Pal-ul-don, which means ""Land of Men."" In Pal-ul-don Tarzan finds a real Jurassic Park filled with dinosaurs, notably the savage Triceratops-like Gryfs, which unlike their prehistoric counterparts are predatory. The lost valley is also home to two different races of tailed human-looking creatures, the Ho-don (hairless and white skinned) and the Waz-don (hairy and black-skinned). Tarzan befriends Ta-den, a Ho-don warrior, and Om-at, the Waz-don chief of the tribe of Kor-ul-a. In this new world, he becomes a captive but so impresses his captors with his accomplishments and skills that they name him Tarzan-Jad-Guru (Tarzan the Terrible), which is the name of the novel.</span><br></p>",7,bookActive,,0,0.0,2000-01-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","['Adventure stories', 'Fantasy fiction', 'Nature', 'Forest', 'Action']"
173,Tarzan the Untamed ,0.0,206,128,18,media/epubs/147.epub,media/bookimages/147.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The seventh book of the adventures of Tarzan.</span></p><p style=""margin-bottom: 0px; padding: 0px; color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Tarzan faced his worst attack--an attack against his wife and child. With the speed of the great apes, Tarzan rushed through the jungle toward his home and family--only to find that the marauders had been there before him. His farm was in shambles and no one was left alive. Of his beloved wife, there was only a charred, blackened corpse, still wearing the rings he had given her. Silently, he buried the body and swore his terrible vengeance against those who had done this terrible deed. Then he set out grimly to track them...through warring armies...across a vast desert that no man had ever crossed...and to a strange valley where only madmen lived.</p>",7,bookActive,,0,0.0,1998-07-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","['Adventure stories', 'Fantasy fiction', 'Nature', 'Forest', 'Action']"
174,The Son of Tarzan,0.0,101,128,18,media/epubs/148.jpg,media/bookimages/148.epub,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><b style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Son of Tarzan By Edgar Rice Burroughs</b><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Son Of Tarzan N#4 Alexis Paulvitch, a henchman of Tarzan's now-deceased enemy, Nikolas Rokoff, survived his encounter with the ape-man in The Beasts of Tarzan and wants to even the score. He lures Jack, Tarzan's son, away from London and into his clutches, but the youngster escapes with the help of the ape named Akut. The pair then flees into the deep African jungle where two decades earlier Tarzan himself had been raised. Jack Clayton, now on his own, becomes known as Korak the Killer and builds a reputation for himself in the jungle. Like his father before him, he finds his own place among the great apes, and also like his father, meets and rescues a beautiful young woman, Meriem, the daughter of a Captain in the French Foreign Legion, who was also a Prince (Prince de Cadrenet), named Armand Jacot. Arguably, the book is as much about Meriem, wife of Korak, as it is about Tarzan's son.</span><br></p>",7,bookActive,,0,0.0,1993-11-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","['Adventure stories', 'Fantasy fiction', 'Nature', 'Forest', 'Action']"
176,Tarzan and the Jewels of Opar ,0.0,134,128,18,media/epubs/150.epub,media/bookimages/150.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Tarzan and The Jewels Of Opar #5 In the previous novel Tarzan and Jane's son, Jack Clayton, a.k.a. Korak had come into his own. In this novel, Tarzan returns to Opar, the source of the gold where a lost colony of fabled Atlantis is located, in order to make good on some financial reverses he has recently suffered. While Atlantis itself sank beneath the waves thousands of years ago, the workers of Opar continued to mine all of the gold, which means there is a rather huge stockpile but which is now lost to the memory of the Oparians and only Tarzan knows its secret location.</span><br></p>",6,bookActive,,0,0.0,1993-12-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","['Adventure stories', 'Fantasy fiction', 'Nature', 'Forest', 'Action']"
177,Jungle Tales of Tarzan,0.0,152,128,18,media/epubs/151.epub,media/bookimages/151.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Sequential Pulp and Dark Horse bring you twelve stories from twelve dynamic, diverse artists in a brand new Tarzan anthology based on Edgar Rice Burroughs' classic pulp novel. Each vine-swinging tale takes place within chapter eleven of Tarzan of the Apes--between Tarzan's avenging of his ape foster mother's death and his ascent to leader of his ape tribe--and has been matched up with an artist whose passion for Burroughs' work will ensure&nbsp;</span><i style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Jungle Tales of Tarzan</i><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;becomes a cherished contribution to the Tarzan canon.</span><br></p>",6,bookActive,,0,0.0,1994-02-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","['Adventure stories', 'Fantasy fiction', 'Nature', 'Forest', 'Action']"
178,The Beasts of Tarzan ,0.0,348,128,18,media/epubs/152.epub,media/bookimages/152.jpeg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgba(26, 28, 29, 0.65); font-family: Arial, sans-serif;"">This is the third story in the&nbsp;</span><i style=""box-sizing: inherit; color: rgba(26, 28, 29, 0.65); font-family: Arial, sans-serif;"">Tarzan</i><span style=""color: rgba(26, 28, 29, 0.65); font-family: Arial, sans-serif;"">&nbsp;adventure series. This venture into the wild kingdom thrusts Jane into the thickest of demoniacal plots as Tarzan’s nemesis, the dark and swarthy Rokoff and his rat-like lieutenant capture her with the intention of wreaking vengeance on Tarzan. But Tarzan assembles an awesome rescue squad; Mugambi, a giant native from the jungle who becomes the devoted follower and protector of Tarzan; Sheeta, a sleek and powerful black panther longing to apply fang and claw to those who would harm Jane; and the entire tribe of Akut, of the great apes, enraged and eager.</span><br></p>",7,bookActive,,0,0.0,1993-10-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","[16, 18, 1, 2, 85]","['Adventure stories', 'Fantasy fiction', 'Nature', 'Forest', 'Action']"
233,A Princess of Mars,0.0,151,128,18,media/epubs/207.epub,media/bookimages/207.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><div style=""text-align: justify;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Civil War veteran John Carter is transported to a dying planet, where he must elude capture by giant green barbarians to rescue a Martian princess from certain doom. In this landmark of science fiction, the myths and mystery of the red planet supply a vibrant backdrop for a swashbuckling epic.</span></div><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><div style=""text-align: justify;"">Published in 1911,&nbsp;<i>A Princess of Mars</i>&nbsp;introduced a popular series of novels recounting John Carter's Martian exploits. Author Edgar Rice Burroughs, best known as the creator of&nbsp;<i>Tarzan,&nbsp;</i>employed a new style of writing that combined the genres of fantasy, adventure, and science fiction. His imaginative setting — an advanced but decaying civilization, where Olympian heroics play out against malevolent forces and ever-changing fortunes — endures as a timeless world, in which love, honor, and loyalty form the basis for fast-paced romantic adventures.</div></span><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><div style=""text-align: justify;"">Generations of readers have thrilled to Burroughs' Martian tales, including writers of science fiction and fact, such as Ray Bradbury and Carl Sagan. ""I stood on the lawns of summer, raised my hands, and cried for Mars, like John Carter, to take me home,"" remembered Ray Bradbury, ""I flew to the red planet and never returned.""</div></span></p>",9,bookActive,,0,0.0,1993-04-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[12, 94, 100, 101]","[12, 94, 100, 101]","[12, 94, 100, 101]","['Science fiction', 'Space', 'Mars', 'Mystery']"
237,Warlord of Mars,0.0,318,128,18,media/epubs/211.epub,media/bookimages/211.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p style=""text-align: justify; ""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif; text-align: start;"">Matai Shang secretly frees Dejah Thoris, Thuvia, and Phaidor from their prison but does so for his own purposes. John Carter pursues Matai Shang and Thurid, a rebel Dator (prince) of the First Born, across Barsoom, eventually finding himself in Okar, the northern polar nation of the Yellow men. There he discovers that a powerful magnet has destroyed every fleet and ship which has attempted to explore the north, and kept the Okarians' secret refuge safe for countless ages. Carter also finds his father-in-law, Mors Kajak, a prisoner. With the aid of Thuvan Dihn, Thuvia's father, as well as Talu (a rebel prince of Okar), they overthrow the last vestiges of Thern power and rescue Dejah Thoris. But they call upon the nations which have befriended Carter through the years, who send a vast armada northward to rescue him. Carter thus has to destroy the great magnet as well as Matai Shang's plans. The Jeddaks of Barsoom's greatest nations proclaim John Carter Warlord of Mars.</span><br></p>",8,bookActive,,0,0.0,1993-06-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[11, 12, 100]","[11, 12, 100]","[11, 12, 100]","['War stories', 'Science fiction', 'Mars']"
242,Pellucidar ,0.0,140,128,18,media/epubs/216.epub,media/bookimages/216.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><div style=""text-align: justify;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Traveling 500 miles through the Earth's crust in their “iron mole,” David Innes and Professor Perry make the astonishing discovery that the earth' center is hollow and the site of an amazing interior world — Pellucidar! It is at a Stone Age level of development, dominated by chilling reptilian monsters with a high degree of intelligence who communicate through extrasensory means. Evolution is proceeding along different lines in Pellucidar than it did on the Earth' surface, and humans are treated as inferior creatures. Danger and violence are the </span>rule<span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""> in this land of perpetual noon (the sun is always at the zenith), where time does not exist.</span></div><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><div style=""text-align: justify;"">In this second novel of the Pellucidar trilogy (the others are&nbsp;<i>At the Earth's Co</i><i>re&nbsp;</i>and<i>&nbsp;Tanar of Pellucidar</i>), David Innes returns to Pellucidar to seek his lost love, the beautiful Princess Dian, and to fulfill his vow to lead humanity out of the darkness of slavery and subordination. During an epic journey across the strange lands of Pellucidar, Innes has many heart-pounding encounters with strange peoples and savage beasts, often barely escaping with his life.</div></span><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><div style=""text-align: justify;"">This book is a prime example of why Burroughs' ritings have enjoyed enormous popularity for a century and are still favorites with young and old alike.&nbsp;<i>Pellucidar</i>&nbsp;is sure to appeal to any reader with a taste for gripping adventure in exotic locales.</div></span></p>",9,bookActive,,0,0.0,1996-07-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[12, 16]","[12, 16]","[12, 16]","['Science fiction', 'Adventure stories']"
244,At the Earth's Core ,0.0,131,128,18,media/epubs/218.epub,media/bookimages/218.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p style=""text-align: justify; ""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">When the inventor Perry fires up his burrowing prospector, it runs out of control, plunging him with his young protege into the centre of the earth. There, instead of being destroyed by the molten lava they expect to find, they discover an inner world of bizarre savagery and unearthly beauty. Here mighty dinosaurs still roam alongside beasts never seen in the world above. And to their horror, they suddenly find themselves enslaved in a land where humans are ruled by the reptilian and evilly intelligent Mahars.</span><br></p>",9,bookActive,,0,0.0,1992-04-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[12, 16, 62]","[12, 16, 62]","[12, 16, 62]","['Science fiction', 'Adventure stories', 'Travelers']"
246,Ĉe la koro de la tero,12.0,72,128,18,media/epubs/220.epub,media/bookimages/220.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(24, 24, 24); font-family: Merriweather, Georgia, serif;"">In the South Pacific is a mountainous island called Caspak. Winged humanoid creatures, dinosaurs, ferocious beasts of prey, Neanderthals, ""wild ape-men,"" and monstrous reptiles terrorize each other, and the mixed crew of WW 1 adventurers who fight across the island and dine on Plesiosaurus steaks in the company of a jungle princess.</span><br></p>",9,bookActive,,0,0.0,1996-06-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[16, 1, 2, 84]","[16, 1, 2, 84]","[16, 1, 2, 84]","['Adventure stories', 'Nature', 'Forest', 'Animal']"
248,The People That Time Forgot,0.0,73,128,18,media/epubs/222.epub,media/bookimages/222.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: verdana, arial, helvetica, sans-serif; font-size: small;"">Edgar Rice Burroughs (1875-1950) was a prodigiously productive writer of pulp fictions--literary entertainments, that is, published in inexpensive, easily obtained periodicals. His style was simple and instantly accessible, his stories riveting if often implausible tales of adventure, and of good overcoming evil. Burroughs wasn't much of an artist. But, as Mike Resnick writes in his introduction to this commemorative edition of Burroughs's immensely popular trilogy&nbsp;</span><i style=""color: rgb(51, 51, 51); font-family: verdana, arial, helvetica, sans-serif; font-size: small;"">The Land That Time Forgot</i><span style=""color: rgb(51, 51, 51); font-family: verdana, arial, helvetica, sans-serif; font-size: small;"">, first published in 1924, almost every book Burroughs wrote remains in print, and countless readers turn to his Mars and Tarzan novels every day.</span></p><p style=""color: rgb(51, 51, 51); font-family: verdana, arial, helvetica, sans-serif; font-size: small;"">In&nbsp;<i>Land</i>, Burroughs concocts a fabulous microworld, located somewhere in the South Pacific, called Caspak. On this mountainous island live winged, humanlike creatures, dinosaurs, ferocious beasts of prey, Neanderthals, ""wild ape-men,"" and monstrous reptiles; they terrorize each other, to say nothing of the mixed crew of World War I-era adventurers who inadvertently land on a Caspakian beach and fight their way across the island, dining on Plesiosaurus steaks and having a grand old time in the company of a jungle princess. The story streaks onward like a bullet toward its surprise ending, and it's pure fun all the way.&nbsp;<i>--Gregory McNamee</i></p>",9,bookActive,,0,0.0,1996-06-01,Edgar Rice Burroughs,None,"Fiction, Literature & Novels",3month,"[16, 1, 2, 84]","[16, 1, 2, 84]","[16, 1, 2, 84]","['Adventure stories', 'Nature', 'Forest', 'Animal']"
179,The Count of Monte Cristo,0.0,306,42,18,media/epubs/153.epub,media/bookimages/153.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Count of Monte Cristo is often considered to be, along with The Three Musketeers, Dumas's most popular work. He completed the work in 1844. Like many of his novels, it is expanded from the plot outlines suggested by his collaborating ghostwriter Auguste Maquet.&nbsp;</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The story takes place in France, Italy, islands in the Mediterranean and the Levant during the historical events of 1815–1838 (from just before the Hundred Days through to the reign of Louis-Philippe of France). The historical setting is a fundamental element of the book. An adventure story primarily concerned with themes of hope, justice, vengeance, mercy and forgiveness, it focuses on a man who is wrongfully imprisoned, escapes from jail, acquires a fortune and sets about getting revenge on those responsible for his imprisonment. However, his plans have devastating consequences for the innocent as well as the guilty.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The book is considered a literary classic today. According to Luc Sante, ""The Count of Monte Cristo has become a fixture of Western civilization's literature, as inescapable and immediately identifiable as Mickey Mouse, Noah's flood, and the story of Little Red Riding Hood.""</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The original work was published in serial form in the Journal des Débats in 1844. Luc Sante describes the effect in Europe at the time as follows: The effect of the serials, which held vast audiences enthralled ... is unlike any experience of reading we are likely to have known ourselves, maybe something like that of a particularly gripping television series. Day after day, at breakfast or at work or on the street, people talked of little else.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">George Saintsbury stated that ""Monte Cristo is said to have been at its first appearance, and for some time subsequently, the most popular book in Europe. Perhaps no novel within a given number of years had so many readers and penetrated into so many different countries."" This popularity has extended into modern times as well. The book was ""translated into virtually all modern languages and has never been out of print in most of them. There have been at least twenty-nine motion pictures based on it ... as well as several television series, and many movies [have] worked the name 'Monte Cristo' into their titles."" The title Monte Cristo lives on in a ""famous gold mine, a line of luxury Cuban cigars, a sandwich, and any number of bars and casinos—it even lurks in the name of the street-corner hustle three-card monte.""</span><br></p>",6,bookActive,,0,0.0,1998-01-01,Alexandre Dumas,None,"Fiction, Literature & Novels",3month,"[10, 16, 45, 85]","[10, 16, 45, 85]","[10, 16, 45, 85]","['Historical fiction', 'Adventure stories', 'Revenge', 'Action']"
181,Twenty Years After,0.0,880,42,18,media/epubs/155.epub,media/bookimages/155.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><em style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Twenty Years After</em><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;(1845), the sequel to&nbsp;</span><em style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Three Musketeers</em><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">, is a supreme creation of suspense and heroic adventure.&nbsp;</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Two decades have passed since the musketeers triumphed over Cardinal Richelieu and Milady. Time has weakened their resolve, and dispersed their loyalties. But treasons and strategems still cry out for justice: civil war endangers the throne of France, while in England Cromwell threatens to send Charles I to the scaffold. Dumas brings his immortal quartet out of retirement to cross swords with time, the malevolence of men, and the forces of history. But their greatest test is a titanic struggle with the son of Milady, who wears the face of Evil.&nbsp;</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">In his Introduction to this edition David Coward sets both the author and his exciting tale in their historical and cultural contexts.&nbsp;</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">ABOUT THE SERIES: For over 100 years Oxford World's Classics has made available the widest range of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, helpful notes to clarify the text, up-to-date bibliographies for further study, and much more.</span><br></p>",6,bookActive,,0,0.0,1998-03-01,Alexandre Dumas,None,"Fiction, Literature & Novels",3month,"[6, 10, 67, 80]","[6, 10, 67, 80]","[6, 10, 67, 80]","['Love stories', 'Historical fiction', 'Romance ', 'History']"
182,The Vicomte De Bragelonne,0.0,488,42,18,media/epubs/156.epub,media/bookimages/156.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">It is May 1660 and the fate of nations is at stake. Mazarin plots, Louis XIV is in love, and Raoul de Bragelonne, son of Athos, is intent on serving France and winning the heart of Louise de la Valliere. D'Artagnan, meanwhile, is perplexed by a mysterious stranger, and soon he learns that his old comrades already have great projects in hand. Athos seeks the restoration of Charles II, while Aramis, with Porthos in tow, has a secret plan involving a masked prisoner and the fortification of the island of Belle-Ile. D'Artagnan finds a thread leading him to the French court, the banks of the Tyne, the beaches of Holland, and the dunes of Brittany.</span><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><br style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;""><em style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Vicomte de Bragelonne</em><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;opens an epic adventure which continues with&nbsp;</span><em style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">Louise de la Valliere</em><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">&nbsp;and reaches its climax in&nbsp;</span><em style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The Man in the Iron Mask</em><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">. This new edition is the only one in print and is fully annotated with an introduction that sets Dumas's saga in its historical and cultural context.</span><br></p>",6,bookActive,,0,0.0,2001-04-01,Alexandre Dumas,None,"Fiction, Literature & Novels",3month,"[6, 10, 16, 67]","[6, 10, 16, 67]","[6, 10, 16, 67]","['Love stories', 'Historical fiction', 'Adventure stories', 'Romance ']"
183,Ten Years Later ,0.0,342,42,18,media/epubs/157.epub,media/bookimages/157.jpg,10,"3 days,7 days,14 days,21 days,1 month,1.5 months,2 months,3 months",English,"<p><span style=""color: rgb(51, 51, 51); font-family: Arial, sans-serif;"">The third and final volume of the 'd'Artagnon Romances', of which ""The Three Musketeers"" and ""Twenty Years After"" constitute the first and second volumes, The Vicomte de Bragelonne was first serialized between October 1847 to January 1850. It has subsequently been published in three, four, and five-volume editions. Our edition contains four volumes: ""The Vicomte de Bragelonne"", ""Ten Years Later"", ""Louise de la Vallière"", and ""The Man in the Iron Mask"". This second volume contains chapters 76-140 of the work's 268 chapters, that span the period from 1660 to 1667. Beginning with Princess Henrietta's arrival in 1660, it chronicles the drama of the jealous, lustful and scandal-hungry members of the French court, the love triangle between Louis, Louise, and Raoul, and concludes with d'Artagnon's return to Paris. Still widely popular today, Alexandre Dumas pioneered the historical fiction genre of literature, drawing influence from actual events and people, as well as characters and stories from his own imagination.</span><br></p>",7,bookActive,,0,0.0,2001-07-01,Alexandre Dumas,None,"Fiction, Literature & Novels",3month,"[6, 10, 16, 67]","[6, 10, 16, 67]","[6, 10, 16, 67]","['Love stories', 'Historical fiction', 'Adventure stories', 'Romance ']"
